#Social Body Lab - TTCResearch: https://github.com/Social-Body-Lab/TTCResearch
#Authors: Emma Cohen (emma.cohen@anthro.ox.ac.uk), Arran J. Davis (arran.davis@anthro.ox.ac.uk | davis.arran@gmail.com), Jacob Taylor (jacob.taylor@anthro.ox.ac.uk)
"GeneralIndex","TeamIDVar","Sex","Q1.2TTDistance","Q1.3.1Optim","Q1.3.2Useful","Q1.3.3Relax","Q1.3.4Interest","Q1.3.5Energy","Q1.3.6Probl","Q1.3.7Clear","Q1.4.1Good","Q1.4.2Close","Q1.4.3Confi","Q1.4.4Mind","Q1.4.5Love","Q1.4.6NewInt","Q1.4.7Cheer","Q231Panicky","Q232Lively","Q233Confused","Q34Worn","Q235Depres","Q236Down","Q23a.1Annoy","Q23a.2Exhaust","Q23a.3Mix","Q23a.4Sleep","Q23a.5Bitter","Q23a.6Unhap","Q23b.1Worr","Q23b.2Energ","Q23b.3Mis","Q23b.4Muddl","Q23b.5Nerv","Q23b.6Angry","Q23c.1Acti","Q23c.2Anx","Q23c.3BadT","Q23c.4Tire","Q23c.5Alert","Q23c.6Uncet","Q2.4Circles","Q251Rely","Q251Rely.R.","Q252Cont","Q253TWork","Q254Coop","Q254Coop.R.","Q261Close","Q262Simi","Q263Talk","Q264Enjoy","Q265Thing","Q266Valu","Q266Valu.R.","Q267Oft","Q268Like","Q26a.1Personal","Q26a.2Relat","Q26a.3Attit","Q26a.4Opin","Q26a.5Import","Q26a.6EDay","Q26a.7Simi","Q271Conn","Q272Bond","Q273Commi","Q281.impact","Q282threat","Q283Affect","Q284Excite","Q285Anx","Q286Conse","Q28a.1nega","Q28a.2Impli","Q28a.3Eager","Q28a.4Long","Q28a.5Stron","Q28a.6nega","Q291Able","Q292Prep","Q293Distr","Q294Perf","Q2.10.1Comf","Q2.10.2Posi","Q2.10.3Confi","Q2.10.4Be","Q2.10.a.1Care","Q2.10.a.2Boost","Q2.10.a.3Concern","Q2.10.a.4SEst","Q3.5.1Panicky","Q3.5.2Lively","Q3.5.3Confus","Q3.5.4Worn","Q3.5.5Depres","Q3.5.6Down","Q3.5.a.1Annoy","Q3.5.a.2Exhaus","Q3.5.a.3Mix","Q3.5.a.4Sleep","Q3.5.a.5Bitt","Q3.5.a.6Unhap","Q3.5.b.1Worri","Q3.5.b.2Energ","Q3.5.b.3Mis","Q3.5.b.4Muddl","Q3.5.b.5Nerv","Q3.5.b.6Angr","Q3.5.c.1Activ","Q3.5.c.2Anx","Q3.5.c.3BadT","Q3.5.c.4Tire","Q3.5.c.5Alert","Q3.5.c.6Uncer","Q3.6.1Pain","Q3.6.2Fatigue","Q3.6.3Effort","Q3.7Circles","Q3.8.1Connect","Q3.8.2Bond","Q3.8.3.Commit","Q3.9.1Need","Q3.9.2Help","Q3.10.1Cheer","Q3.10.2Able","Q3.10.3.ves","Q3.10.4Listen","Q3.10.5Comfort","Q3.10.a.1Concern","Q3.10.a.2Can","Q3.10.a.3Encourage","Q3.10.a.4Confi","Q3.10.a.5Be","Q3.11.1Indiv","Q3.11.2Team","Q3.12.1IExpect","Q3.12.2TExpect","Q4.5.1Optim","Q4.5.2Use","Q4.5.3Relax","Q4.5.4Intere","Q4.5.5Energ","Q4.5.6Probl","Q4.5.7Clear","Q4.6.1Good","Q4.6.2Close","Q4.6.3Confi","Q4.6.4Mind","Q4.6.5Love","Q4.6.6New","Q4.6.7Cheer","Q4.7Circles","Q4.8.1Close","Q4.8.2Simi","Q4.8.3Talk","Q4.8.4Time","Q4.8.5Things","Q4.8.6Values","Q4.8.6ValuesR","Q4.8.7See","Q4.8.8Like","Q4.8.a.1Personal","Q4.8.a.2Relat","Q4.8.a.3Attit","Q4.8.a.4Opin","Q4.8.a.5Import","Q4.8.a.6EDay","Q4.8.a.7Vsimi","Q4.9.1Connect","Q4.9.2Bond","Q4.9.3Commit","threat_t2","threat_t2_outcome","threat_t2_emotion","challenge_t2","centrality_t2","tension_t2","vigour_t2","confusion_t2","fatigue_t2","depression_t2","anger_t2","tension_t3","vigour_t3","confusion_t3","fatigue_t3","depression_t3","anger_t3","closeness_t2","similarity_t2","eday_centrality_t2","closeness_t4","similarity_t4","eday_centrality_t4","wellbeing_t1","wellbeing_t4","Q251RelyR","Q254CoopR","interdependence_t2","collective_efficacy_t2","perceived_support_t2_emotional","perceived_support_t2_esteem","received_support_t3_emotional","received_support_t3_esteem","bonding_t2","bonding_t3","bonding_t4","phys_diff_t3","peform_satisfaction_t3","peform_satisfaction_expect_t3","experienced_interdependence_t3"
"51",54,"115","Male",35,3,3,2,4,5,3,2,3,4,5,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1,0,0,4,0,4,0,0,0,1,0,0,0,0,1,0,0,4,1,0,4,6,10,3,4,3,3,5,3,1,1,1,2,1,1,4,1,1,1,4,2,4,4,3,3,4,3,4,3,1,3,3,3,5,3,3,4,2,3,2,2,2,2,2,6,2,2,1,4,2,1,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,0.25,0,NA,NA,NA,2,2,1.66666666666667,3.45454545454545,3.21428571428571,NA,NA,NA,NA,NA,NA,1.2,1.6,NA,-2.86414184712291,-3.05848461370999,-0.845879492732045,-2.55319151345572,-1.62598482868882,-2.18923945709705
"52",55,"115","Female",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,10,9,10,4,6,6,5,6,6,3,2,5,4,2,5,5,5,4,3,5,5,7,6,4,3,3,3,3,4,5,3,3,3,5,3,3,2,4,4,2,3,4,2,5,3,6,5,2,6,2,1,1,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,3.5,0,0,NA,NA,NA,3.28571428571429,2,3.66666666666667,NA,3.35714285714286,NA,NA,NA,NA,NA,NA,3.4,4.2,NA,-0.471177361634113,-1.89932104423175,1.60234933261666,0.763848867090582,-0.162323682404081,-0.0957715313929085
"53",59,"116","Female",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,3,2,0,4,4,9,4,5,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,4,7,7,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,5,4,4,3,3,5,5,5,3,6,5,6,4,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.75,0,2.25,0,0,NA,NA,NA,4.57142857142857,4,3.66666666666667,NA,4.07142857142857,NA,NA,NA,NA,NA,NA,5,5,NA,-1.07274311050288,-2.3743039839448,-1.32137555496599,-0.105714451455492,0.151552682363892,0.928820936936475
"54",60,"116","Male",35,4,4,2,3,4,4,5,5,5,3,5,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,4,0,0,0,3,0,1,0,0,0,2,0,1,0,0,2,0,0,1,1,1,7,2,9,4,6,7,7,4,6,3,3,4,5,5,2,5,5,5,4,5,4,7,6,4,4,3,4,3,4,5,4,4,3,5,2,4,4,5,6,6,5,7,5,4,4,6,7,3,5,7,7,6,5,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.5,0.75,2.25,0,0,NA,NA,NA,5.85714285714286,6,5.33333333333333,4.18181818181818,3.78571428571429,NA,NA,NA,NA,NA,NA,3.8,4.4,NA,0.438484122871883,0.894371438886953,-0.92937925120105,-0.105714451455492,-0.162323682404081,-1.07608101067692
"55",61,"117","Female",35,4,3,3,4,2,4,4,4,5,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",62,"118","Female",35,3,4,3,4,3,3,3,3,4,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,3,3,0,0,4,0,5,4,4,7,7,4,4,7,6,7,7,5,1,7,5,7,6,7,7,7,7,4,5,7,7,7,5,2,4,5,5,3,1,1,5,2,5,1,8,10,10,10,6,6,6,6,6,6,6,6,0,1,0,4,0,0,0,4,0,4,0,0,0,1,0,0,0,0,1,0,0,4,2,0,7,9,10,5,7,7,7,7,7,5,4,3,5,5,5,5,5,5,5,5,4,5,3,3,4,3,4,4,3,4,3,4,4,4,4,3,3,3,3,3,3,2,2,5,3,2,2,1,2,2,1,1,1,2,2,2,2,0.320975764601751,-0.575812460606224,1.22097768480735,5,2.5,2.75,3,0,0,0,0,0,1.25,0,4,0,0,6.83333333333333,5.75,5.33333333333333,1.71428571428571,2.25,2,3.18181818181818,3.57142857142857,4,4,6,9.5,6,6,5,4.4,1.46744469811707,1.00530525385891,-2.60863606762555,0.734856966617769,-0.105714451455492,-1.66122505454053,0.928820936936475
"57",63,"119","Male",35,2,3,3,2,2,4,4,4,2,3,3,4,3,3,3,2,1,1,0,0,0,0,1,2,0,0,3,2,0,1,3,0,2,1,0,3,2,2,4,1,7,6,6,1,7,4,2,4,4,2,3,5,5,4,5,4,4,4,5,4,3,5,4,3,4,2,3,4,4,3,1,2,4,2,4,1,5,7,7,5,4,5,5,5,4,5,4,5,0,1,0,4,0,0,0,4,0,4,1,0,0,1,0,0,0,0,1,1,0,4,0,0,8,5,9,4,5,5,5,6,4,2,3,4,4,3,3,3,3,4,3,4,3,5,5,4,4,3,2,2,4,3,4,2,4,4,3,3,3,3,4,3,5,5,3,4,4,5,5,4,4,4,4,5,3,3,5,4,4,0.0338133303801206,-0.575812460606224,0.722604287153182,4,2.5,2.5,2,1.25,1.5,0,0,0.25,0.75,0,4,0,0.25,4.33333333333333,2.75,4.33333333333333,4.42857142857143,3.25,4.33333333333333,3,3.21428571428571,7,7,6.33333333333333,6,4.25,5,3,3.4,-1.72500342394432,-1.07274311050288,-0.963265003783415,0.0730289641495035,-1.68362819490964,-1.03347232500458,-1.16464698876766
"58",64,"119","Male",35,4,3,3,3,4,3,4,4,4,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,2,0,4,1,8,3,5,5,5,6,6,3,3,3,3,2,3,4,4,3,4,4,5,7,8,4,3,4,3,4,4,4,4,3,3,4,5,3,4,3,5,4,5,5,6,4,4,7,6,3,6,6,6,6,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1.75,0,0.75,0,0.75,NA,NA,NA,5.28571428571429,5.25,5.66666666666667,3.72727272727273,3.71428571428571,NA,NA,NA,NA,NA,NA,3,3.4,NA,-1.35291461374815,-0.0228689802843252,-2.03461964831692,0.055498442182505,0.465429047131865,-0.0957715313929085
"59",65,"119","Male",35,3,3,3,3,1,3,3,3,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,2,2,2,2,1,3,0,4,0,4,4,0,0,0,3,0,0,4,3,1,10,10,10,5,1,6,4,3,6,3,3,3,3,2,2,2,2,2,2,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.5,0.5,3.25,3,0.5,NA,NA,NA,NA,NA,NA,2.90909090909091,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,NA,-1.92162667878715,NA,1.84009736373364,-2.39197861981772,-1.03347232500458,-1.56623575031892
"60",67,"119","Female",35,2,4,2,3,2,4,4,3,4,4,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,0,0,0,4,2,4,0,0,1,1,0,0,1,0,1,0,0,4,2,1,7,5,10,4,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,6,4,4,4,3,3,3,4,3,3,4,4,3,3,3,4,4,4,3,2,2,3,3,5,1,5,2,2,3,7,7,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1.5,1,3.75,0,0,NA,NA,NA,4.14285714285714,2.75,1.66666666666667,3.27272727272727,3.42857142857143,NA,NA,NA,NA,NA,NA,5,5,NA,0.438484122871883,-2.14124419453871,-0.216135157850127,0.763848867090582,-1.06871255085629,0.928820936936475
"61",69,"120","Female",35,4,5,4,4,4,4,4,5,4,4,4,5,5,5,0,3,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,2,0,0,1,3,1,5,6,2,7,7,1,7,6,6,7,7,6,4,4,5,6,2,6,6,7,7,5,6,6,7,6,5,2,4,5,2,3,1,1,5,1,4,1,7,9,9,9,5,5,6,6,6,5,6,6,0,3,1,4,0,0,0,4,0,4,0,0,0,1,0,1,0,0,1,0,0,4,0,0,8,5,10,5,7,7,7,7,7,4,4,5,4,4,4,5,5,5,5,5,5,8,8,4,3,4,4,2,4,4,5,4,5,5,5,5,5,5,6,6,7,6,6,5,3,7,6,3,7,6,5,6,4,5,6,7,7,-0.540511538063141,-0.575812460606224,-0.274142508155147,4.75,2.25,0.5,2.75,0.25,0.5,0,0,0,1.25,0.5,4,0,0,5.66666666666667,6,5.66666666666667,5.57142857142857,5.75,6,4.27272727272727,4.21428571428571,2,7,7,8.5,5.75,5.5,4.2,4.8,0.846429862855888,1.00530525385891,1.11550017861607,0.0730289641495035,0.763848867090582,0.74406518604813,0.928820936936475
"62",70,"121","Male",35,3,4,4,5,4,4,5,4,2,3,2,1,5,5,1,3,1,0,0,1,2,2,0,3,0,0,1,4,1,1,2,0,3,2,0,3,3,1,5,3,5,5,1,6,2,5,3,4,6,4,7,1,7,5,1,7,3,4,4,1,3,5,5,4,4,1,3,3,2,1,1,1,5,2,4,1,0,10,6,0,3,3,4,3,3,4,3,2,2,3,0,4,1,2,1,3,0,4,1,2,1,2,3,2,3,1,4,2,1,4,2,1,8,10,10,5,5,4,4,3,7,3,1,2,3,2,3,4,3,2,2,5,5,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.883224660052351,-0.575812460606224,-0.894902246609634,4,1.75,1.5,3.25,0.75,2,0.5,0.666666666666667,2,2.75,0.75,3.75,2,1,4.66666666666667,3.25,4,NA,NA,NA,3.63636363636364,NA,5,2,2.66666666666667,4,3,3.25,2.6,2.4,-0.79739279091367,-1.40486041007411,NA,1.26176911973437,0.763848867090582,0.779305411899838,-1.03179802163155
"63",71,"122","Female",35,4,5,3,3,4,4,4,3,4,3,5,4,4,4,2,4,0,1,0,0,0,0,0,1,0,0,1,3,0,0,3,0,3,3,0,1,2,1,4,3,5,6,7,1,7,7,5,7,6,5,5,3,6,6,5,6,6,6,7,6,5,6,6,6,5,1,5,5,2,3,1,1,4,1,5,1,5,5,5,4,6,6,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.883224660052351,-0.575812460606224,-0.894902246609634,4.75,2.5,2.25,3,0.25,0.75,0,0,NA,NA,NA,NA,NA,NA,6.16666666666667,5.25,6.33333333333333,NA,NA,NA,3.90909090909091,NA,5,7,6.66666666666667,4.75,6,5.75,NA,NA,0.226653401321948,NA,NA,NA,NA,NA,NA
"64",72,"122","Male",35,4,5,3,3,5,4,3,4,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,5,1,7,7,5,2,6,6,4,7,7,6,3,5,6,7,5,7,7,5,6,4,4,5,5,5,5,1,4,4,1,1,1,1,5,1,5,1,4,4,8,6,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17038709427398,-0.575812460606224,-1.3932756442638,4.75,1.75,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,6.33333333333333,5.25,5.66666666666667,NA,NA,NA,4,NA,7,6,6,5.5,5,5,NA,NA,-0.489558619416958,NA,NA,NA,NA,NA,NA
"65",73,"123","Female",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,1,0,4,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,3,2,10,2,3,2,6,5,3,2,1,1,2,2,2,1,1,1,1,5,3,9,7,1,4,1,2,4,5,5,4,2,5,5,5,5,4,1,2,1,4,2,2,2,6,3,3,3,2,3,7,5,1,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.75,2.25,0.5,0,0.25,NA,NA,NA,3.42857142857143,2,2.66666666666667,NA,3.71428571428571,NA,NA,NA,NA,NA,NA,1.8,1,NA,-2.85376105416845,-2.64136152788037,-2.08603573919957,-0.975277770001567,0.708824960196421,-2.18923945709705
"66",74,"123","Male",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,0,0,1,1,0,1,0,0,1,3,0,0,1,0,4,1,0,2,1,0,6,4,9,5,4,4,4,5,6,3,3,4,2,3,3,3,3,3,2,4,4,8,8,4,4,4,5,5,4,4,3,4,4,4,5,4,4,5,6,6,7,6,6,1,7,4,6,4,6,6,6,7,3,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.75,0,1.25,0,0.25,NA,NA,NA,5.85714285714286,5.75,4.66666666666667,NA,4.14285714285714,NA,NA,NA,NA,NA,NA,2.6,3.2,NA,-1.69151003781587,0.175104155116978,-0.743047310966732,-0.81406487636357,0.74406518604813,-0.585926271034914
"67",75,"123","Male",35,3,3,3,3,4,3,3,3,2,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",76,"124","Female",35,4,4,5,3,4,4,4,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",77,"124","Male",35,3,5,4,4,4,4,4,3,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
